id,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
56,26,47.91,36.07,14.73,79.88,0.00,0.00,56.81,11.15,0.00
57,23,73.04,23.19,50.64,0.00,0.00,32.33,0.00,71.37,69.19
58,28,10.21,0.00,0.00,82.46,53.57,4.04,13.68,0.00,0.00
59,16,0.00,0.00,0.00,73.01,83.77,0.00,25.25,0.00,33.71
60,14,0.00,0.00,0.00,32.64,0.00,0.00,0.00,0.00,55.88
61,13,0.00,0.00,58.92,0.00,0.00,0.00,0.00,50.55,0.00
62,18,0.00,69.57,43.27,0.00,0.00,37.38,85.21,9.66,36.37
63,13,0.00,54.97,39.59,60.99,56.50,0.00,9.47,0.00,0.00
64,20,0.00,0.00,0.00,8.59,25.33,76.78,0.00,54.27,0.00
65,24,0.00,0.00,0.00,84.18,92.54,0.00,0.00,46.09,12.42
66,11,0.00,0.00,54.32,3.44,74.03,33.34,0.00,0.00,40.80
67,18,0.00,18.04,0.00,0.00,0.00,101.03,53.65,0.00,0.00
68,13,69.12,69.57,4.60,0.00,0.00,0.00,0.00,23.05,32.82
69,19,48.70,0.00,0.00,0.00,0.00,0.00,0.00,61.70,25.72
70,13,71.47,0.00,0.00,0.00,0.00,91.94,44.18,0.00,0.00
71,14,0.00,0.00,26.70,24.05,9.74,0.00,56.81,0.00,0.00
72,27,50.27,0.00,12.89,0.00,35.07,8.08,22.09,0.00,84.27
73,10,70.69,9.45,2.76,58.41,49.68,0.00,0.00,47.58,80.72
74,25,0.00,70.43,22.10,0.00,76.95,58.60,14.73,9.66,0.00
75,27,55.76,0.00,0.00,16.32,0.00,58.60,54.71,0.00,80.72
76,13,0.00,0.00,0.00,0.00,63.32,0.00,23.14,0.00,48.79
77,29,0.00,11.17,42.35,41.23,0.00,0.00,0.00,0.00,0.00
78,11,69.90,0.00,31.30,53.26,0.00,44.45,0.00,0.00,0.00
79,16,47.91,82.46,0.00,24.05,0.00,0.00,0.00,0.00,78.95
80,20,0.00,56.69,0.00,0.00,60.39,0.00,0.00,15.61,0.00
81,30,20.42,0.00,0.00,42.95,21.43,0.00,43.13,0.00,21.29
82,25,0.00,0.00,0.00,0.00,95.46,0.00,94.68,47.58,0.00
83,19,0.00,0.00,35.91,0.00,0.00,18.19,0.00,0.00,0.00
84,17,67.54,0.00,0.00,0.00,0.00,0.00,87.32,0.00,53.22
85,23,15.71,0.00,0.00,71.29,12.66,0.00,70.49,0.00,12.42
86,27,38.48,0.00,0.00,0.00,7.79,0.00,0.00,56.50,67.41
87,15,0.00,74.73,0.00,0.00,25.33,0.00,0.00,0.00,0.00
88,18,0.00,0.00,0.00,68.72,9.74,0.00,0.00,63.19,0.00
89,27,0.00,62.70,53.40,42.95,0.00,43.44,50.50,67.65,21.29
90,12,11.78,0.00,70.89,0.00,80.85,0.00,36.82,0.00,5.32
91,28,57.33,0.00,0.00,33.50,55.52,47.48,0.00,0.00,6.21
92,24,43.98,12.02,11.97,6.01,80.85,0.00,22.09,0.00,0.00
93,16,39.27,66.14,18.41,49.82,85.72,0.00,0.00,71.37,0.00
94,15,0.00,0.00,62.61,0.00,0.00,0.00,0.00,67.65,55.88
95,19,29.85,0.00,0.00,0.00,71.11,0.00,18.94,0.00,0.00
96,14,0.00,0.00,0.00,34.36,0.00,30.31,0.00,6.69,33.71
97,25,0.00,62.70,0.00,3.44,67.21,0.00,0.00,12.64,0.00
98,11,0.00,45.52,21.18,62.70,13.64,33.34,72.59,0.00,77.17
99,23,54.19,0.00,92.07,0.00,12.66,0.00,0.00,69.14,79.83
100,15,0.00,60.12,0.00,50.68,0.00,14.14,2.10,43.86,0.00
101,28,45.55,73.01,41.43,12.03,0.00,0.00,0.00,47.58,0.00
102,16,0.00,64.42,0.00,0.00,0.00,76.78,58.91,0.00,50.56
103,17,51.05,0.00,38.67,31.78,49.68,0.00,0.00,0.00,0.00
104,22,22.78,73.87,0.00,0.00,0.00,0.00,54.71,52.78,34.59
105,30,40.06,53.25,0.00,0.00,0.00,0.00,0.00,49.81,0.00
106,20,0.00,54.11,0.00,29.20,0.00,59.61,29.46,74.34,41.69
107,19,0.00,47.24,80.10,49.82,71.11,17.18,30.51,0.00,54.11
108,29,76.18,0.00,48.80,2.58,61.37,58.60,0.00,0.00,23.95
109,11,4.71,33.50,0.00,44.67,3.90,66.68,22.09,72.85,0.00
110,18,0.00,0.00,0.00,0.00,0.00,0.00,36.82,0.00,2.66
111,11,12.57,67.00,42.35,0.00,0.00,0.00,0.00,0.00,70.08
112,16,0.00,0.00,23.02,0.00,0.00,9.09,0.00,0.00,0.00
113,14,60.48,0.00,0.00,0.00,18.51,0.00,105.20,0.00,81.61
114,10,75.40,50.68,0.00,0.00,2.92,75.77,36.82,0.00,31.05
115,25,0.00,0.00,40.51,45.52,73.06,12.12,19.99,14.12,55.88
116,27,63.62,0.00,0.00,0.00,0.00,0.00,45.24,63.19,33.71
117,19,75.40,49.82,0.00,49.82,0.00,0.00,0.00,0.00,1.77
118,17,65.97,26.63,72.73,0.00,0.00,100.02,15.78,0.00,0.00
119,21,0.00,0.00,82.86,56.69,55.52,0.00,0.00,0.00,0.00
120,18,0.00,0.00,85.62,24.91,0.00,40.41,0.00,52.78,15.08
121,18,0.00,26.63,0.00,22.33,0.00,2.02,0.00,58.73,0.00
122,13,21.99,0.00,0.00,0.00,12.66,0.00,0.00,0.00,42.58
123,22,76.18,84.17,32.22,0.00,72.08,20.21,0.00,34.20,0.00
124,21,36.13,62.70,29.46,29.20,0.00,21.22,0.00,0.00,24.84
125,11,22.78,7.73,68.13,0.00,16.56,0.00,0.00,0.00,0.00
126,23,53.41,82.46,72.73,0.00,0.00,0.00,0.00,5.95,0.00
127,18,24.35,0.00,56.16,59.27,0.00,84.87,27.35,0.00,11.53
128,15,25.92,78.16,4.60,41.23,0.00,10.10,94.68,42.37,13.31
129,24,0.00,6.87,68.13,12.88,71.11,0.00,58.91,34.94,0.00
130,15,0.00,0.00,0.00,60.13,0.00,81.84,67.33,0.00,0.00
131,28,0.00,0.00,38.67,53.26,44.81,0.00,43.13,0.00,0.00
132,11,54.98,0.00,0.00,19.76,0.00,42.43,0.00,0.00,0.00
133,17,0.00,52.39,0.00,72.15,0.00,89.92,0.00,10.41,49.67
134,17,0.79,17.18,87.47,28.35,0.00,42.43,0.00,74.34,0.00
135,28,0.00,67.85,0.00,0.00,6.82,0.00,0.00,74.34,78.06
136,12,7.07,0.00,0.00,36.94,0.00,0.00,0.00,20.07,0.00
137,22,28.27,46.38,0.00,0.00,40.91,0.00,66.28,0.00,57.66
138,13,7.85,81.60,58.92,26.63,35.07,90.93,11.57,0.00,0.00
139,28,76.97,66.14,0.00,0.00,88.64,0.00,0.00,0.00,0.00
140,28,68.33,0.00,65.37,0.00,0.00,0.00,0.00,62.44,84.27
141,28,0.00,0.00,0.00,36.94,81.82,0.00,19.99,64.68,86.04
142,14,5.50,20.61,0.00,0.00,57.47,0.00,71.54,3.72,0.00
143,24,75.40,68.71,0.00,6.01,0.00,0.00,18.94,35.68,88.70
144,17,0.00,52.39,0.00,0.00,0.00,29.30,0.00,40.89,50.56
145,21,0.00,29.20,0.00,34.36,0.00,59.61,0.00,0.00,53.22
146,11,66.76,3.44,75.50,0.00,61.37,56.58,13.68,26.02,0.00
147,12,40.06,0.00,0.00,0.00,69.16,0.00,0.00,0.00,53.22
148,19,35.34,13.74,0.00,16.32,0.00,34.35,0.00,46.83,0.00
149,17,0.00,0.00,53.40,0.00,0.00,23.24,0.00,5.20,47.01
150,28,0.79,0.00,44.19,0.00,0.00,41.42,65.23,42.37,0.00
151,11,55.76,53.25,0.00,0.00,91.56,66.68,0.00,0.00,0.00
152,21,0.00,0.00,58.00,68.72,0.00,0.00,0.00,0.00,79.83
153,26,0.00,27.49,0.00,30.06,22.40,0.00,18.94,5.20,44.35
154,29,0.00,0.00,0.00,52.40,67.21,58.60,0.00,0.74,41.69
155,21,0.00,68.71,0.00,47.24,96.43,22.23,0.00,0.00,0.00
156,29,0.00,30.06,0.00,0.00,70.13,90.93,0.00,14.12,29.27
157,10,0.00,63.56,25.78,0.00,26.30,33.34,0.00,0.00,0.00
158,16,0.00,0.00,0.00,38.65,0.00,0.00,16.83,41.63,9.76
159,22,19.64,0.00,0.00,0.00,0.00,66.68,28.40,0.74,0.00
160,12,22.78,0.00,0.00,69.58,0.00,8.08,0.00,41.63,0.00
161,22,0.00,27.49,86.55,25.77,0.00,53.55,5.26,0.00,85.16
162,21,0.00,85.89,0.00,35.22,55.52,0.00,54.71,63.19,41.69
163,17,0.00,0.00,34.07,69.58,0.00,37.38,78.90,32.71,33.71
164,16,46.34,11.17,0.00,0.00,0.00,78.80,69.43,28.99,14.19
165,14,0.00,0.00,22.10,0.00,0.00,15.15,24.20,2.97,36.37
166,23,0.00,12.02,81.94,0.00,0.00,0.00,0.00,68.39,0.00
167,25,0.00,0.00,0.00,41.23,92.54,42.43,0.00,70.62,35.48
168,25,32.99,0.00,70.89,0.00,0.00,77.79,0.00,24.53,62.09
169,14,69.90,0.00,0.00,42.95,0.00,0.00,0.00,11.89,0.00
170,28,0.00,31.78,38.67,14.60,95.46,80.83,32.61,0.00,0.00
171,21,0.00,0.00,84.70,79.02,7.79,0.00,105.20,7.43,0.00
172,22,0.00,0.00,0.00,41.23,39.94,0.00,36.82,3.72,24.84
173,24,0.00,0.00,25.78,13.74,0.00,83.86,41.03,0.00,0.00
174,14,1.57,0.00,43.27,17.18,0.00,50.52,5.26,67.65,0.00
175,15,37.70,0.00,43.27,0.00,64.29,0.00,105.20,0.00,81.61
176,16,25.13,0.00,36.83,35.22,0.00,34.35,0.00,0.00,48.79
177,12,3.14,0.00,0.00,0.00,14.61,11.11,0.00,0.00,0.00
178,24,35.34,62.70,63.53,48.10,0.00,72.74,0.00,1.49,37.26
179,24,7.85,0.00,82.86,60.13,0.00,0.00,82.06,26.02,76.29
180,20,0.00,0.00,0.00,32.64,0.00,0.00,105.20,40.14,0.00
181,20,0.00,0.00,0.00,0.00,27.27,8.08,0.00,0.00,0.00
182,30,0.00,0.00,23.94,54.97,0.00,66.68,0.00,0.00,5.32
183,10,7.07,0.00,35.91,78.17,0.00,0.00,35.77,0.00,0.00
184,19,0.00,0.00,0.00,38.65,54.55,90.93,35.77,43.12,0.00
185,14,71.47,72.15,16.57,70.43,0.00,0.00,96.79,0.00,7.10
186,28,0.00,67.00,0.00,0.00,38.96,100.02,0.00,0.00,61.21
187,27,57.33,0.00,0.00,0.00,0.00,93.96,0.00,60.96,0.00
188,14,29.06,0.00,0.00,4.29,0.00,0.00,79.95,67.65,69.19
189,18,0.00,17.18,71.81,6.01,0.00,0.00,81.01,0.00,0.00
190,17,37.70,0.00,0.00,29.20,50.65,88.91,0.00,0.00,70.96
191,12,0.00,0.00,60.77,0.00,76.95,0.00,0.00,66.91,51.45
192,15,0.00,0.00,0.00,0.00,0.00,0.00,82.06,0.00,0.00
193,30,0.00,0.00,0.00,0.00,0.00,71.73,13.68,0.00,53.22
194,13,0.00,0.00,46.03,36.08,0.00,35.36,73.64,43.12,17.74
195,16,0.00,0.00,0.00,0.00,0.00,44.45,0.00,0.00,0.00
196,25,0.00,56.69,30.38,85.04,0.00,0.00,0.00,34.20,0.00
197,18,0.00,0.00,0.92,0.00,24.35,0.00,58.91,60.96,0.00
198,13,0.00,0.00,0.00,0.00,9.74,61.63,0.00,0.00,4.44
199,28,0.00,34.36,57.08,78.17,58.45,0.00,81.01,0.00,0.00
200,18,0.00,6.01,0.00,0.00,37.99,32.33,30.51,0.00,74.51
201,29,0.00,0.00,28.54,0.00,10.71,63.65,64.17,55.01,0.00
202,23,0.00,82.46,5.52,0.00,53.57,63.65,0.00,4.46,0.00
203,14,64.40,0.00,74.58,2.58,0.00,54.56,67.33,0.00,0.00
204,17,0.00,0.00,0.00,42.09,0.00,0.00,49.45,0.00,0.00
205,25,0.00,0.00,0.00,0.00,7.79,0.00,0.00,0.00,0.00
206,15,62.83,62.70,0.00,0.00,9.74,68.70,0.00,0.00,0.00
207,16,34.56,0.00,0.00,71.29,38.96,0.00,19.99,34.20,0.00
208,17,3.93,59.27,0.00,77.31,0.00,13.13,0.00,2.23,0.00
209,11,65.19,30.92,0.00,55.83,0.00,23.24,0.00,0.00,0.00
210,29,5.50,7.73,0.00,0.00,2.92,0.00,0.00,0.00,0.00
211,30,0.00,42.09,0.00,67.00,52.60,0.00,33.66,27.51,0.00
212,15,12.57,44.66,0.00,13.74,0.00,0.00,0.00,0.00,86.93
213,23,32.99,85.89,0.00,12.88,33.12,91.94,65.23,9.66,14.19
214,15,0.00,0.00,11.05,8.59,24.35,0.00,55.76,0.00,0.00
215,20,0.00,49.82,62.61,48.10,0.00,0.00,0.00,0.00,0.00
216,14,21.21,4.29,0.00,0.00,0.00,71.73,18.94,39.40,80.72
217,12,38.48,57.55,0.00,60.13,0.00,45.46,4.21,40.89,0.00
218,29,78.54,0.00,0.00,16.32,0.00,27.28,0.00,0.00,0.00
219,23,0.00,0.00,50.64,58.41,0.00,0.00,0.00,1.49,13.31
220,20,0.00,67.85,42.35,0.00,76.95,7.07,0.00,48.32,57.66
221,19,0.00,8.59,49.72,0.00,14.61,0.00,42.08,0.00,0.00
222,23,0.00,79.02,0.00,18.90,77.93,51.53,0.00,69.14,75.40
223,28,0.00,0.00,0.00,60.13,0.00,0.00,0.00,0.00,3.55
224,14,0.00,5.15,0.00,42.95,94.49,33.34,73.64,0.00,29.27
225,27,0.00,59.27,58.00,0.00,0.00,80.83,70.49,72.85,0.00
226,12,37.70,72.15,1.84,66.14,0.00,0.00,34.72,18.58,0.00
227,11,0.00,79.02,0.00,78.17,47.73,0.00,54.71,0.00,0.00
228,12,0.00,55.83,67.21,0.00,0.00,0.00,25.25,0.00,0.00
229,14,70.69,77.30,40.51,0.00,32.14,0.00,0.00,0.00,0.00
230,18,0.00,13.74,0.00,37.79,27.27,0.00,0.00,0.00,0.00
231,16,0.00,0.00,45.11,82.46,0.00,2.02,0.00,0.00,0.00
232,15,0.00,48.96,0.00,0.00,0.00,0.00,0.00,0.00,54.11
233,11,43.98,0.00,0.00,0.00,50.65,0.00,74.69,40.14,63.87
234,21,0.00,6.01,0.00,0.00,0.00,0.00,24.20,39.40,83.38
235,29,0.00,0.00,58.00,3.44,0.00,0.00,0.00,57.24,70.08
236,15,4.71,0.00,41.43,0.00,0.00,98.00,0.00,0.00,0.00
237,13,75.40,5.15,0.00,62.70,36.04,68.70,0.00,0.00,21.29
238,18,76.18,65.28,0.00,0.00,0.00,0.00,90.47,0.00,18.63
239,25,7.85,0.00,46.03,16.32,65.26,0.00,0.00,0.00,0.00
240,12,72.26,47.24,69.05,65.28,25.33,0.00,0.00,0.00,64.75
241,21,8.64,0.00,19.33,37.79,15.59,61.63,0.00,0.00,65.64
242,10,73.04,6.87,0.00,40.37,22.40,0.00,90.47,0.00,0.00
243,15,52.62,0.00,67.21,0.00,0.00,51.53,0.00,43.12,42.58
244,17,8.64,28.34,86.55,0.00,59.42,8.08,0.00,8.92,0.00
245,15,17.28,0.00,85.62,0.00,0.00,89.92,0.00,23.05,85.16
246,21,0.00,0.00,0.00,0.00,0.00,23.24,0.00,0.00,0.00
247,19,0.00,0.00,91.15,0.00,26.30,33.34,97.84,0.00,75.40
248,15,0.00,0.00,0.00,81.60,96.43,56.58,0.00,9.66,31.05
249,15,0.00,0.00,0.00,0.00,64.29,90.93,31.56,33.45,11.53
250,12,57.33,0.00,76.42,66.14,96.43,69.71,82.06,0.00,18.63
251,27,40.06,67.85,8.29,0.00,0.00,61.63,0.00,0.00,1.77
252,15,0.00,54.11,12.89,82.46,0.00,0.00,0.00,40.89,6.21
253,13,0.00,0.00,89.31,0.00,0.00,0.00,0.00,0.00,0.00
254,12,27.49,0.86,46.03,24.05,90.59,0.00,105.20,0.00,0.00
255,20,18.85,0.00,42.35,0.00,57.47,89.92,32.61,63.93,0.00
256,25,0.00,0.00,0.00,28.35,3.90,0.00,0.00,0.00,45.24
257,21,29.85,0.00,0.00,24.91,47.73,0.00,71.54,57.24,63.87
258,18,35.34,0.00,0.00,14.60,75.98,0.00,18.94,46.09,0.00
259,25,0.00,0.00,0.00,60.13,61.37,57.59,0.00,1.49,52.34
260,17,0.00,0.00,90.23,0.00,56.50,0.00,57.86,0.00,63.87
261,25,49.48,79.02,11.97,0.00,0.00,0.00,0.00,0.00,0.00
262,15,0.00,15.46,0.00,13.74,0.00,0.00,97.84,31.97,0.00
263,28,7.07,70.43,0.00,0.00,72.08,0.00,30.51,0.00,0.00
264,30,20.42,0.00,16.57,79.88,31.17,10.10,93.63,39.40,0.00
265,30,21.21,14.60,0.00,0.00,0.00,8.08,88.37,49.06,0.00
266,13,70.69,85.89,59.85,0.00,45.78,0.00,41.03,0.00,81.61
267,19,9.42,0.00,76.42,30.92,0.00,6.06,0.00,60.96,0.00
268,14,0.00,0.00,0.00,85.04,71.11,77.79,0.00,15.61,60.32
269,30,73.83,0.00,0.00,32.64,0.00,0.00,0.00,11.15,57.66
270,18,0.00,0.00,11.05,0.00,14.61,0.00,0.00,0.00,0.00
271,16,30.63,65.28,76.42,0.00,36.04,0.00,0.00,55.01,0.00
272,12,29.85,0.00,12.89,0.00,81.82,85.88,3.16,0.00,37.26
273,19,0.00,0.00,15.65,0.00,0.00,0.00,0.00,0.00,0.00
274,25,51.84,24.91,20.26,0.00,0.00,0.00,0.00,4.46,0.00
275,22,61.26,0.00,0.00,83.32,75.00,0.00,59.97,69.88,65.64
276,19,58.12,0.00,27.62,63.56,58.45,0.00,0.00,13.38,0.00
277,14,0.00,0.00,0.00,0.00,10.71,94.97,0.00,62.44,0.00
278,17,7.07,0.00,0.00,25.77,0.00,0.00,31.56,43.12,13.31
279,10,47.12,0.00,0.00,0.00,0.00,7.07,0.00,60.96,39.03
280,26,32.99,59.27,10.13,0.00,55.52,51.53,93.63,0.00,0.00
281,13,35.34,0.00,78.26,36.08,2.92,0.00,81.01,0.00,0.00
282,25,0.00,27.49,0.00,0.00,51.63,0.00,0.00,0.00,0.00
283,10,58.91,80.74,0.00,34.36,0.00,0.00,0.00,1.49,0.00
284,25,65.97,0.00,0.00,24.91,30.20,0.00,69.43,0.00,0.00
285,10,0.00,5.15,0.00,0.00,0.00,0.00,41.03,0.00,0.00
286,18,7.07,64.42,48.80,0.00,0.00,0.00,0.00,0.00,47.01
287,25,0.00,0.00,0.00,0.00,0.00,79.82,84.16,0.00,31.93
288,25,0.00,11.17,0.00,0.00,0.00,17.18,54.71,0.00,0.00
289,26,0.00,46.38,14.73,44.67,0.00,0.00,0.00,0.00,0.00
290,21,0.00,0.86,43.27,49.82,0.00,80.83,0.00,0.00,82.49
291,24,19.64,0.00,73.66,80.74,0.00,0.00,0.00,0.00,0.00
292,16,0.00,0.00,0.00,0.00,60.39,85.88,17.88,25.28,37.26
293,18,43.20,0.00,54.32,34.36,65.26,35.36,0.00,51.29,46.13
294,28,35.34,0.00,22.10,0.00,86.69,0.00,13.68,0.00,17.74
295,21,12.57,0.00,0.00,52.40,0.00,0.00,0.00,0.00,0.00
296,18,0.00,34.36,82.86,0.00,49.68,0.00,0.00,0.00,0.00
297,23,0.00,21.47,0.00,12.88,17.53,0.00,35.77,2.97,66.53
298,17,0.00,0.00,18.41,51.54,20.46,50.52,0.00,66.91,35.48
299,21,0.00,0.00,0.00,63.56,0.00,59.61,59.97,0.00,53.22
300,13,38.48,0.00,0.00,0.00,0.00,0.00,55.76,0.00,0.00
