id,ts,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
90,1565166600,13.875,0,29.08,67.50,88.39,84.90,58.71,0,99.00,39.00
91,1565168400,13.875,0,123.04,0,57.00,25.34,14.85,0,0,0
92,1565170200,13.875,0,60.05,0,36.77,14.39,23.13,0,0,0
93,1565172000,13.875,0,46.00,0,0,0,89.50,0,0,0
94,1565173800,13.875,0,170.92,0,0,0,6.51,55.31,8.00,0
95,1565175600,13.875,0,31.82,0,0,0,15.27,34.09,0,0
96,1565177400,13.875,0,14.92,0,0,0,18.80,138.34,0,0
97,1565179200,13.875,0,0,0,0,0,0,167.39,0,0
98,1565181000,13.875,36.49,0,97.00,91.92,0,0,97.00,104.00,44.50
99,1565182800,13.875,3.00,0,148.96,27.00,0,0,66.57,0,134.23
100,1565184600,13.875,88.39,0,4.00,140.71,0,0,71.19,0,139.00
101,1565186400,13.875,69.28,0,11.26,0,0,0,113.44,0,58.02
102,1565188200,13.875,111.08,0,47.50,0,0,0,32.14,61.00,24.00
103,1565190000,13.875,106.00,0,0,0,0,0,0,0,0
104,1565191800,13.875,33.81,0,0,0,0,0,0,0,0
105,1565193600,13.875,32.04,0,0,0,0,0,0,0,0
106,1565195400,13.875,97.58,42.10,0,101.82,0,0,0,105.00,0
107,1565197200,13.875,36.50,140.71,0,64.00,0,0,0,0,0
108,1565199000,13.875,22.52,113.64,0,62.23,0,0,0,0,0
109,1565200800,13.875,0,124.00,0,0,0,0,0,0,0
110,1565202600,13.875,0,181.08,53.00,0,0,0,0,83.00,7.50
111,1565204400,13.875,0,130.11,65.82,0,0,0,0,0,72.75
112,1565206200,13.875,0,4.21,19.00,0,0,0,0,0,159.00
113,1565208000,13.875,0,0,87.47,0,0,0,0,0,116.05
114,1565209800,13.875,0,0,44.50,12.73,25.97,0,33.06,43.00,9.50
115,1565211600,13.875,0,0,0,160.00,35.85,0,34.68,0,0
116,1565213400,13.875,0,0,0,106.07,61.29,0,37.21,0,0
117,1565215200,13.875,0,0,0,0,44.67,0,57.06,0,0
118,1565217000,13.875,0,0,0,0,67.88,0,169.00,110.00,0
119,1565218800,13.875,0,0,0,0,160.19,0,105.57,0,0
120,1565220600,13.875,0,0,0,0,49.01,0,111.64,0,0
121,1565236800,13.875,91.80,0,0,0,98.91,102.19,111.68,0,0
122,1565238600,13.875,89.80,0,0,44.55,0.99,183.85,52.22,123.00,0
123,1565240400,13.875,27.00,0,0,182.00,171.00,166.14,0,0,0
124,1565242200,13.875,48.14,0,0,1.41,196.55,109.06,0,0,0
125,1565244000,13.875,0,0,0,0,66.57,133.00,0,0,0
126,1565245800,13.875,0,0,15.00,0,79.30,109.06,0,15.00,8.50
127,1565247600,13.875,0,0,97.86,0,108.41,89.83,0,0,160.21
128,1565249400,13.875,0,0,164.00,0,106.77,92.39,0,0,155.00
129,1565251200,13.875,0,0,115.18,0,67.01,86.60,0,0,135.10
130,1565253000,13.875,0,36.35,93.00,132.23,51.75,92.82,0,36.00,93.50
131,1565254800,13.875,0,106.77,0,180.00,3.71,79.20,0,0,0
132,1565256600,13.875,0,84.07,0,28.28,0.31,91.31,0,0,0
133,1565258400,13.875,0,149.00,0,0,0,99.50,0,0,0
134,1565260200,13.875,0,151.52,0,0,0,48.98,29.67,151.00,0
135,1565262000,13.875,0,7.78,0,0,0,22.52,52.90,0,0
136,1565263800,13.875,0,35.97,0,0,0,15.66,93.04,0,0
137,1565265600,13.875,0,0,0,0,0,0,91.30,0,0
138,1565267400,13.875,5.69,0,42.00,75.66,0,0,56.00,115.00,95.00
139,1565269200,13.875,59.00,0,58.02,2.00,0,0,11.41,0,64.09
140,1565271000,13.875,74.25,0,169.00,44.55,0,0,101.13,0,177.00
141,1565272800,13.875,66.68,0,38.11,0,0,0,34.09,0,6.93
142,1565274600,13.875,191.25,0,22.50,0,0,0,17.00,72.00,96.00
143,1565276400,13.875,197.00,0,0,0,0,0,0,0,0
144,1565278200,13.875,151.65,0,0,0,0,0,0,0,0
145,1565280000,13.875,33.77,0,0,0,0,0,0,0,0
146,1565281800,13.875,124.45,2.68,0,79.90,0,0,0,141.00,0
147,1565283600,13.875,66.00,98.99,0,43.00,0,0,0,0,0
148,1565285400,13.875,38.31,37.88,0,26.87,0,0,0,0,0
149,1565287200,13.875,0,84.00,0,0,0,0,0,0,0
150,1565289000,13.875,0,90.54,50.50,0,0,0,0,66.00,69.00
151,1565290800,13.875,0,91.22,108.25,0,0,0,0,0,143.76
152,1565292600,13.875,0,46.30,25.00,0,0,0,0,0,149.00
153,1565294400,13.875,0,0,98.73,0,0,0,0,0,24.25
154,1565296200,13.875,0,0,11.50,70.71,7.20,0,35.85,181.00,41.50
155,1565298000,13.875,0,0,0,140.00,48.21,0,113.44,0,0
156,1565299800,13.875,0,0,0,111.02,88.07,0,42.88,0,0
157,1565301600,13.875,0,0,0,0,81.11,0,119.83,0,0
158,1565303400,13.875,0,0,0,0,135.06,0,125.00,4.00,0
159,1565305200,13.875,0,0,0,0,122.97,0,186.41,0,0
160,1565307000,13.875,0,0,0,0,143.45,0,46.11,0,0
161,1565323200,13.875,83.14,0,0,0,27.58,29.44,43.50,0,0
162,1565325000,13.875,20.51,0,0,119.50,90.87,26.79,59.02,181.00,0
163,1565326800,13.875,77.50,0,0,123.00,30.00,193.19,0,0,0
164,1565328600,13.875,21.74,0,0,23.33,172.85,102.12,0,0,0
165,1565330400,13.875,0,0,0,0,54.21,200.00,0,0,0
166,1565332200,13.875,0,0,9.50,0,178.20,93.20,0,82.00,9.00
167,1565334000,13.875,0,0,83.14,0,100.32,71.48,0,0,102.19
168,1565335800,13.875,0,0,25.00,0,26.16,134.89,0,0,140.00
169,1565337600,13.875,0,0,116.05,0,107.56,41.57,0,0,33.77
170,1565339400,13.875,0,74.24,82.50,126.57,13.62,122.97,0,60.00,38.00
171,1565341200,13.875,0,19.09,0,190.00,19.16,62.23,0,0,0
172,1565343000,13.875,0,51.74,0,104.65,24.25,101.05,0,0,0
173,1565344800,13.875,0,33.00,0,0,0,34.50,0,0,0
174,1565346600,13.875,0,64.67,0,0,0,10.72,39.55,136.00,0
175,1565348400,13.875,0,108.19,0,0,0,13.20,57.60,0,0
176,1565350200,13.875,0,49.75,0,0,0,5.74,118.12,0,0
177,1565352000,13.875,0,0,0,0,0,0,137.90,0,0
178,1565353800,13.875,11.13,0,26.00,100.41,0,0,11.00,14.00,71.00
179,1565355600,13.875,18.00,0,12.99,118.00,0,0,189.26,0,79.67
180,1565357400,13.875,14.14,0,167.00,16.97,0,0,84.95,0,27.00
181,1565359200,13.875,94.40,0,107.39,0,0,0,78.18,0,119.51
182,1565361000,13.875,39.60,0,76.00,0,0,0,53.15,56.00,59.50
183,1565362800,13.875,144.00,0,0,0,0,0,0,0,0
184,1565364600,13.875,172.90,0,0,0,0,0,0,0,0
185,1565366400,13.875,17.32,0,0,0,0,0,0,0,0
186,1565368200,13.875,93.34,15.69,0,21.21,0,0,0,47.00,0
187,1565370000,13.875,26.50,122.33,0,39.00,0,0,0,0,0
188,1565371800,13.875,32.61,41.57,0,100.41,0,0,0,0,0
189,1565373600,13.875,0,139.00,0,0,0,0,0,0,0
190,1565375400,13.875,0,131.19,63.00,0,0,0,0,74.00,20.50
191,1565377200,13.875,0,82.73,89.20,0,0,0,0,0,29.44
192,1565379000,13.875,0,41.71,162.00,0,0,0,0,0,185.00
193,1565380800,13.875,0,0,27.71,0,0,0,0,0,6.93
194,1565382600,13.875,0,0,23.50,63.64,21.43,0,19.78,185.00,80.00
195,1565384400,13.875,0,0,0,85.00,32.76,0,58.78,0,0
196,1565386200,13.875,0,0,0,93.34,13.62,0,61.49,0,0
197,1565388000,13.875,0,0,0,0,21.16,0,128.39,0,0
198,1565389800,13.875,0,0,0,0,9.19,0,147.00,100.00,0
199,1565391600,13.875,0,0,0,0,76.86,0,144.56,0,0
200,1565393400,13.875,0,0,0,0,24.06,0,80.90,0,0
201,1565409600,13.875,76.21,0,0,0,66.57,136.83,105.21,0,0
202,1565411400,13.875,94.05,0,0,93.34,197.54,49.89,39.55,191.00,0
203,1565413200,13.875,25.00,0,0,108.00,107.00,22.22,0,0,0
204,1565415000,13.875,28.73,0,0,77.07,130.37,90.22,0,0,0
205,1565416800,13.875,0,0,0,0,65.62,39.00,0,0,0
206,1565418600,13.875,0,0,3.50,0,21.38,182.43,0,178.00,56.00
207,1565420400,13.875,0,0,34.64,0,98.70,170.00,0,0,134.23
208,1565422200,13.875,0,0,129.00,0,87.68,60.05,0,0,59.00
209,1565424000,13.875,0,0,67.55,0,88.76,114.32,0,0,140.30
210,1565425800,13.875,0,34.82,59.50,27.58,69.91,110.28,0,63.00,88.50
211,1565427600,13.875,0,111.02,0,10.00,4.33,60.10,0,0,0
212,1565429400,13.875,0,90.54,0,101.82,0.31,14.61,0,0,0
213,1565431200,13.875,0,172.00,0,0,0,46.50,0,0,0
214,1565433000,13.875,0,90.54,0,0,0,74.24,54.39,157.00,0
215,1565434800,13.875,0,96.17,0,0,0,50.73,7.05,0,0
216,1565436600,13.875,0,14.16,0,0,0,0.39,30.74,0,0
217,1565438400,13.875,0,0,0,0,0,0,114.13,0,0
218,1565440200,13.875,21.74,0,67.00,77.07,0,0,186.00,180.00,67.50
219,1565442000,13.875,22.50,0,46.77,186.00,0,0,71.33,0,29.44
220,1565443800,13.875,62.93,0,150.00,126.57,0,0,27.51,0,199.00
221,1565445600,13.875,128.17,0,93.53,0,0,0,47.61,0,166.28
222,1565447400,13.875,126.54,0,31.50,0,0,0,58.40,9.00,69.50
223,1565449200,13.875,121.00,0,0,0,0,0,0,0,0
224,1565451000,13.875,80.17,0,0,0,0,0,0,0,0
225,1565452800,13.875,97.86,0,0,0,0,0,0,0,0
226,1565454600,13.875,83.44,44.39,0,4.95,0,0,0,53.00,0
227,1565456400,13.875,40.50,71.42,0,119.00,0,0,0,0,0
228,1565458200,13.875,31.58,22.17,0,49.50,0,0,0,0,0
229,1565460000,13.875,0,24.00,0,0,0,0,0,0,0
230,1565461800,13.875,0,77.61,92.00,0,0,0,0,167.00,19.00
231,1565463600,13.875,0,96.17,133.37,0,0,0,0,0,156.75
232,1565465400,13.875,0,26.79,71.00,0,0,0,0,0,89.00
233,1565467200,13.875,0,0,6.93,0,0,0,0,0,153.29
234,1565469000,13.875,0,0,92.00,20.51,3.44,0,3.40,63.00,44.00
235,1565470800,13.875,0,0,0,120.00,49.75,0,111.68,0,0
236,1565472600,13.875,0,0,0,117.38,63.56,0,149.67,0,0
237,1565474400,13.875,0,0,0,0,80.53,0,78.94,0,0
238,1565476200,13.875,0,0,0,0,120.92,0,158.00,89.00,0
239,1565478000,13.875,0,0,0,0,41.26,0,51.36,0,0
240,1565479800,13.875,0,0,0,0,8.91,0,65.53,0,0
241,1565496000,13.875,71.88,0,0,0,89.40,107.39,23.51,0,0
242,1565497800,13.875,47.38,0,0,121.62,114.57,1.85,59.33,156.00,0
243,1565499600,13.875,50.00,0,0,12.00,4.00,2.90,0,0,0
244,1565501400,13.875,4.66,0,0,32.53,143.21,102.12,0,0,0
245,1565503200,13.875,0,0,0,0,95.11,17.00,0,0,0
246,1565505000,13.875,0,0,43.50,0,65.93,9.91,0,26.00,26.50
247,1565506800,13.875,0,0,130.77,0,62.29,175.80,0,0,54.56
248,1565508600,13.875,0,0,179.00,0,49.50,14.78,0,0,86.00
249,1565510400,13.875,0,0,135.97,0,113.44,45.03,0,0,139.43
250,1565512200,13.875,0,28.70,12.50,80.61,16.34,109.48,0,38.00,29.00
251,1565514000,13.875,0,86.27,0,88.00,39.55,29.70,0,0,0
252,1565515800,13.875,0,178.31,0,52.33,30.19,58.44,0,0,0
253,1565517600,13.875,0,184.00,0,0,0,98.00,0,0,0
254,1565519400,13.875,0,6.47,0,0,0,76.54,48.21,155.00,0
255,1565521200,13.875,0,113.14,0,0,0,20.19,91.69,0,0
256,1565523000,13.875,0,0.38,0,0,0,25.19,18.61,0,0
257,1565524800,13.875,0,0,0,0,0,0,141.71,0,0
258,1565526600,13.875,48.40,0,20.50,118.09,0,0,100.00,21.00,62.50
259,1565528400,13.875,9.50,0,142.03,109.00,0,0,117.93,0,30.31
260,1565530200,13.875,61.52,0,191.00,5.66,0,0,21.03,0,133.00
261,1565532000,13.875,103.06,0,22.52,0,0,0,62.31,0,143.76
262,1565533800,13.875,185.46,0,41.50,0,0,0,23.18,135.00,86.50
263,1565535600,13.875,175.00,0,0,0,0,0,0,0,0
264,1565537400,13.875,153.58,0,0,0,0,0,0,0,0
265,1565539200,13.875,91.80,0,0,0,0,0,0,0,0
266,1565541000,13.875,115.26,42.10,0,136.47,0,0,0,145.00,0
267,1565542800,13.875,29.50,36.77,0,119.00,0,0,0,0,0
268,1565544600,13.875,4.92,126.57,0,53.03,0,0,0,0,0
269,1565546400,13.875,0,98.00,0,0,0,0,0,0,0
270,1565548200,13.875,0,18.48,29.50,0,0,0,0,31.00,52.00
271,1565550000,13.875,0,49.50,158.48,0,0,0,0,0,53.69
272,1565551800,13.875,0,8.42,137.00,0,0,0,0,0,21.00
273,1565553600,13.875,0,0,136.83,0,0,0,0,0,110.85
274,1565555400,13.875,0,0,54.50,66.47,3.60,0,18.85,115.00,18.00
275,1565557200,13.875,0,0,0,23.00,19.78,0,84.05,0,0
276,1565559000,13.875,0,0,0,93.34,60.38,0,3.24,0,0
277,1565560800,13.875,0,0,0,0,110.50,0,10.46,0,0
278,1565562600,13.875,0,0,0,0,82.02,0,142.00,25.00,0
279,1565564400,13.875,0,0,0,0,34.79,0,32.34,0,0
280,1565566200,13.875,0,0,0,0,150.58,0,12.94,0,0
281,1565582400,13.875,85.74,0,0,0,165.48,129.90,14.11,0,0
282,1565584200,13.875,137.18,0,0,36.77,159.02,83.15,35.54,46.00,0
283,1565586000,13.875,67.50,0,0,68.00,166.00,114.95,0,0,0
284,1565587800,13.875,40.38,0,0,66.47,186.67,172.51,0,0,0
285,1565589600,13.875,0,0,0,0,178.80,155.00,0,0,0
286,1565591400,13.875,0,0,16.00,0,24.06,152.68,0,43.00,20.50
287,1565593200,13.875,0,0,106.52,0,56.63,98.52,0,0,147.22
288,1565595000,13.875,0,0,1.00,0,64.35,21.25,0,0,153.00
289,1565596800,13.875,0,0,45.90,0,115.21,89.20,0,0,60.62
290,1565598600,13.875,0,34.06,81.50,19.09,17.71,81.72,0,139.00,5.00
291,1565600400,13.875,0,57.98,0,156.00,46.97,82.73,0,0,0
292,1565602200,13.875,0,29.56,0,60.10,4.38,113.23,0,0,0
293,1565604000,13.875,0,118.00,0,0,0,61.50,0,0,0
294,1565605800,13.875,0,98.86,0,0,0,27.94,37.70,39.00,0
295,1565607600,13.875,0,30.41,0,0,0,12.94,36.44,0,0
296,1565609400,13.875,0,39.03,0,0,0,19.45,128.63,0,0
297,1565611200,13.875,0,0,0,0,0,0,141.71,0,0
298,1565613000,13.875,34.16,0,64.00,1.41,0,0,195.00,127.00,92.00
299,1565614800,13.875,65.00,0,13.86,135.00,0,0,13.31,0,173.21
300,1565616600,13.875,4.24,0,180.00,53.03,0,0,5.66,0,49.00
301,1565618400,13.875,121.24,0,76.21,0,0,0,45.26,0,137.70
302,1565620200,13.875,37.67,0,14.50,0,0,0,8.96,80.00,6.50
303,1565622000,13.875,71.00,0,0,0,0,0,0,0,0
304,1565623800,13.875,131.37,0,0,0,0,0,0,0,0
305,1565625600,13.875,22.52,0,0,0,0,0,0,0,0
306,1565627400,13.875,38.89,61.23,0,72.12,0,0,0,14.00,0
307,1565629200,13.875,34.50,97.58,0,64.00,0,0,0,0,0
308,1565631000,13.875,18.63,73.91,0,27.58,0,0,0,0,0
309,1565632800,13.875,0,91.00,0,0,0,0,0,0,0
310,1565634600,13.875,0,150.59,27.00,0,0,0,0,79.00,67.50
311,1565636400,13.875,0,99.70,162.81,0,0,0,0,0,100.46
312,1565638200,13.875,0,15.69,31.00,0,0,0,0,0,190.00
313,1565640000,13.875,0,0,74.48,0,0,0,0,0,118.65
314,1565641800,13.875,0,0,26.50,134.35,20.34,0,60.26,63.00,67.00
315,1565643600,13.875,0,0,0,130.00,15.14,0,99.34,0,0
316,1565645400,13.875,0,0,0,62.93,57.20,0,110.03,0,0
317,1565647200,13.875,0,0,0,0,59.37,0,20.92,0,0
318,1565649000,13.875,0,0,0,0,38.18,0,144.00,126.00,0
319,1565650800,13.875,0,0,0,0,8.09,0,56.11,0,0
320,1565652600,13.875,0,0,0,0,126.52,0,62.29,0,0
321,1565668800,13.875,2.60,0,0,0,141.71,173.21,104.63,0,0
322,1565670600,13.875,94.05,0,0,84.85,61.24,74.83,6.49,180.00,0
323,1565672400,13.875,68.50,0,0,200.00,153.00,53.13,0,0,0
324,1565674200,13.875,7.51,0,0,28.99,144.20,182.43,0,0,0
325,1565676000,13.875,0,0,0,0,170.24,190.00,0,0,0
326,1565677800,13.875,0,0,78.50,0,171.07,147.73,0,150.00,23.50
327,1565679600,13.875,0,0,115.18,0,152.10,6.76,0,0,25.98
328,1565681400,13.875,0,0,97.00,0,43.13,153.36,0,0,23.00
329,1565683200,13.875,0,0,112.58,0,93.46,26.85,0,0,78.81
330,1565685000,13.875,0,7.65,32.00,125.16,51.30,41.25,0,199.00,58.00
331,1565686800,13.875,0,100.41,0,199.00,2.78,60.10,0,0,0
332,1565688600,13.875,0,160.76,0,82.73,6.41,49.92,0,0,0
333,1565690400,13.875,0,75.00,0,0,0,38.00,0,0,0
334,1565692200,13.875,0,85.00,0,0,0,32.53,2.16,91.00,0
335,1565694000,13.875,0,105.36,0,0,0,19.67,114.62,0,0
336,1565695800,13.875,0,74.24,0,0,0,15.01,101.94,0,0
337,1565697600,13.875,0,0,0,0,0,0,144.56,0,0
338,1565699400,13.875,32.35,0,45.00,5.66,0,0,163.00,82.00,21.50
339,1565701200,13.875,89.00,0,76.21,79.00,0,0,80.84,0,87.47
340,1565703000,13.875,1.41,0,51.00,60.81,0,0,25.89,0,84.00
341,1565704800,13.875,129.04,0,78.81,0,0,0,69.95,0,121.24
342,1565706600,13.875,19.32,0,77.50,0,0,0,10.82,185.00,40.50
343,1565708400,13.875,71.00,0,0,0,0,0,0,0,0
344,1565710200,13.875,85.97,0,0,0,0,0,0,0,0
345,1565712000,13.875,116.05,0,0,0,0,0,0,0,0
346,1565713800,13.875,62.23,65.44,0,84.85,0,0,0,104.00,0
347,1565715600,13.875,27.50,68.59,0,7.00,0,0,0,0,0
348,1565717400,13.875,30.80,35.11,0,94.05,0,0,0,0,0
349,1565719200,13.875,0,118.00,0,0,0,0,0,0,0
350,1565721000,13.875,0,71.14,15.00,0,0,0,0,1.00,76.50
351,1565722800,13.875,0,75.66,91.80,0,0,0,0,0,158.48
352,1565724600,13.875,0,61.99,170.00,0,0,0,0,0,146.00
353,1565726400,13.875,0,0,103.06,0,0,0,0,0,50.23
354,1565728200,13.875,0,0,53.50,6.36,27.38,0,22.87,156.00,6.00
355,1565730000,13.875,0,0,0,130.00,36.77,0,67.01,0,0
356,1565731800,13.875,0,0,0,97.58,39.04,0,12.94,0,0
357,1565733600,13.875,0,0,0,0,3.53,0,11.41,0,0
358,1565735400,13.875,0,0,0,0,85.56,0,181.00,105.00,0
359,1565737200,13.875,0,0,0,0,0.81,0,114.13,0,0
360,1565739000,13.875,0,0,0,0,99.79,0,96.27,0,0
361,1565755200,13.875,169.74,0,0,0,58.01,145.49,54.66,0,0
362,1565757000,13.875,76.37,0,0,63.64,42.47,106.25,46.35,34.00,0
363,1565758800,13.875,56.50,0,0,185.00,3.00,153.58,0,0,0
364,1565760600,13.875,43.48,0,0,117.38,78.03,78.32,0,0,0
365,1565762400,13.875,0,0,0,0,189.26,116.00,0,0,0
366,1565764200,13.875,0,0,57.50,0,60.59,97.16,0,198.00,50.00
367,1565766000,13.875,0,0,24.25,0,46.92,95.63,0,0,45.90
368,1565767800,13.875,0,0,82.00,0,38.18,10.16,0,0,38.00
369,1565769600,13.875,0,0,37.24,0,28.21,80.54,0,0,144.63
370,1565771400,13.875,0,35.97,69.00,103.24,74.91,75.37,0,196.00,14.50
371,1565773200,13.875,0,130.81,0,101.00,3.40,4.24,0,0,0
372,1565775000,13.875,0,147.82,0,48.08,19.24,38.35,0,0,0
373,1565776800,13.875,0,84.00,0,0,0,75.50,0,0,0
374,1565778600,13.875,0,2.77,0,0,0,47.84,43.26,152.00,0
375,1565780400,13.875,0,43.84,0,0,0,30.54,92.87,0,0
376,1565782200,13.875,0,5.36,0,0,0,15.40,50.16,0,0
377,1565784000,13.875,0,0,0,0,0,0,104.62,0,0
378,1565785800,13.875,43.22,0,70.00,27.58,0,0,102.00,139.00,38.00
379,1565787600,13.875,15.00,0,141.16,42.00,0,0,110.32,0,22.52
380,1565789400,13.875,123.74,0,197.00,10.61,0,0,143.20,0,119.00
381,1565791200,13.875,168.87,0,46.77,0,0,0,59.95,0,42.44
382,1565793000,13.875,11.59,0,69.50,0,0,0,53.15,116.00,43.50
383,1565794800,13.875,194.00,0,0,0,0,0,0,0,0
384,1565796600,13.875,71.48,0,0,0,0,0,0,0,0
385,1565798400,13.875,156.75,0,0,0,0,0,0,0,0
386,1565800200,13.875,72.83,34.44,0,41.01,0,0,0,114.00,0
387,1565802000,13.875,35.50,39.60,0,93.00,0,0,0,0,0
