id,ts,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
79,1549321200,325,0,0,0,0,42.88,0,27.58,0,0
80,1549323000,325,0,0,0,0,17.82,0,106.79,0,0
81,1549339200,325,91.80,0,0,0,158.83,104.79,23.51,0,0
82,1549341000,325,127.28,0,0,56.57,14.82,41.57,17.61,64.00,0
83,1549342800,325,53.50,0,0,77.00,74.00,99.49,0,0,0
84,1549344600,325,8.02,0,0,58.69,63.21,154.67,0,0,0
85,1549346400,325,0,0,0,0,163.58,110.00,0,0,0
86,1549348200,325,0,0,50.50,0,98.90,181.43,0,123.00,26.50
87,1549350000,325,0,0,142.89,0,2.43,44.43,0,0,19.92
88,1549351800,325,0,0,43.00,0,4.95,131.19,0,0,62.00
89,1549353600,325,0,0,53.69,0,53.49,114.32,0,0,123.84
90,1549355400,325,0,4.59,94.50,12.02,61.74,53.15,0,107.00,78.00
91,1549357200,325,0,131.52,0,95.00,21.01,98.99,0,0,0
92,1549359000,325,0,87.77,0,44.55,15.96,94.97,0,0,0
93,1549360800,325,0,36.00,0,0,0,79.00,0,0,0
94,1549362600,325,0,24.94,0,0,0,46.30,51.61,91.00,0
95,1549364400,325,0,81.32,0,0,0,10.61,58.78,0,0
96,1549366200,325,0,59.70,0,0,0,13.31,29.93,0,0
97,1549368000,325,0,0,0,0,0,0,39.94,0,0
98,1549369800,325,51.50,0,22.00,141.42,0,0,147.00,22.00,99.50
99,1549371600,325,7.50,0,132.50,74.00,0,0,71.33,0,137.70
100,1549373400,325,88.39,0,132.00,39.60,0,0,20.23,0,182.00
101,1549375200,325,95.26,0,131.64,0,0,0,65.24,0,132.50
102,1549377000,325,126.54,0,92.00,0,0,0,29.67,2.00,74.50
103,1549378800,325,157.00,0,0,0,0,0,0,0,0
104,1549380600,325,25.11,0,0,0,0,0,0,0,0
105,1549382400,325,99.59,0,0,0,0,0,0,0,0
106,1549384200,325,114.55,61.61,0,48.08,0,0,0,189.00,0
107,1549386000,325,61.00,6.36,0,158.00,0,0,0,0,0
108,1549387800,325,50.73,118.26,0,96.87,0,0,0,0,0
109,1549389600,325,0,119.00,0,0,0,0,0,0,0
110,1549391400,325,0,127.50,5.50,0,0,0,0,183.00,84.50
111,1549393200,325,0,45.96,15.59,0,0,0,0,0,81.41
112,1549395000,325,0,49.75,3.00,0,0,0,0,0,29.00
113,1549396800,325,0,0,94.40,0,0,0,0,0,105.66
114,1549398600,325,0,0,62.00,29.70,26.91,0,59.64,56.00,31.00
115,1549400400,325,0,0,0,15.00,27.19,0,2.35,0,0
116,1549402200,325,0,0,0,31.82,74.91,0,7.28,0,0
117,1549404000,325,0,0,0,0,96.40,0,34.24,0,0
118,1549405800,325,0,0,0,0,55.86,0,15.00,60.00,0
119,1549407600,325,0,0,0,0,156.14,0,21.87,0,0
120,1549409400,325,0,0,0,0,18.71,0,108.41,0,0
121,1549425600,325,109.99,0,0,0,1.90,10.39,99.92,0,0
122,1549427400,325,43.84,0,0,96.87,157.04,136.73,9.89,65.00,0
123,1549429200,325,37.50,0,0,80.00,59.00,27.05,0,0,0
124,1549431000,325,38.56,0,0,35.36,110.62,130.87,0,0,0
125,1549432800,325,0,0,0,0,45.65,158.00,0,0,0
126,1549434600,325,0,0,47.50,0,27.62,176.48,0,159.00,24.50
127,1549436400,325,0,0,61.49,0,69.58,135.23,0,0,164.54
128,1549438200,325,0,0,16.00,0,120.92,45.27,0,0,17.00
129,1549440000,325,0,0,145.49,0,102.86,84.00,0,0,128.17
130,1549441800,325,0,17.22,14.50,50.91,65.37,119.80,0,178.00,20.50
131,1549443600,325,0,57.28,0,193.00,52.53,106.07,0,0,0
132,1549445400,325,0,63.75,0,9.19,27.22,79.14,0,0,0
133,1549447200,325,0,133.00,0,0,0,29.50,0,0,0
134,1549449000,325,0,34.18,0,0,0,29.85,38.32,152.00,0
135,1549450800,325,0,41.01,0,0,0,35.98,19.40,0,0
136,1549452600,325,0,57.02,0,0,0,17.36,139.15,0,0
137,1549454400,325,0,0,0,0,0,0,97.96,0,0
138,1549456200,325,35.46,0,17.00,139.30,0,0,194.00,105.00,70.00
139,1549458000,325,7.50,0,19.05,172.00,0,0,47.55,0,123.84
140,1549459800,325,98.29,0,4.00,30.41,0,0,97.89,0,116.00
141,1549461600,325,28.58,0,140.30,0,0,0,102.86,0,51.10
142,1549463400,325,184.49,0,71.00,0,0,0,34.92,149.00,8.00
143,1549465200,325,146.00,0,0,0,0,0,0,0,0
144,1549467000,325,188.36,0,0,0,0,0,0,0,0
145,1549468800,325,111.72,0,0,0,0,0,0,0,0
146,1549470600,325,102.53,6.89,0,65.05,0,0,0,140.00,0
147,1549472400,325,38.50,65.05,0,168.00,0,0,0,0,0
148,1549474200,325,22.26,7.39,0,47.38,0,0,0,0,0
149,1549476000,325,0,86.00,0,0,0,0,0,0,0
150,1549477800,325,0,168.15,5.00,0,0,0,0,142.00,45.50
151,1549479600,325,0,82.02,69.28,0,0,0,0,0,11.26
152,1549481400,325,0,54.34,68.00,0,0,0,0,0,99.00
153,1549483200,325,0,0,30.31,0,0,0,0,0,103.06
154,1549485000,325,0,0,62.00,48.79,7.82,0,61.49,112.00,47.50
155,1549486800,325,0,0,0,110.00,56.86,0,8.23,0,0
156,1549488600,325,0,0,0,18.38,44.49,0,75.24,0,0
157,1549490400,325,0,0,0,0,67.60,0,190.21,0,0
158,1549492200,325,0,0,0,0,73.54,0,171.00,157.00,0
159,1549494000,325,0,0,0,0,148.05,0,24.73,0,0
160,1549495800,325,0,0,0,0,39.20,0,26.70,0,0
161,1549512000,325,42.44,0,0,0,96.06,52.83,52.90,0,0
162,1549513800,325,113.84,0,0,20.51,157.04,0.92,11.12,62.00,0
163,1549515600,325,76.00,0,0,187.00,189.00,134.26,0,0,0
164,1549517400,325,39.86,0,0,58.69,188.65,53.54,0,0,0
165,1549519200,325,0,0,0,0,111.27,128.00,0,0,0
166,1549521000,325,0,0,16.00,0,118.50,8.92,0,185.00,64.50
167,1549522800,325,0,0,6.93,0,58.25,142.96,0,0,43.30
168,1549524600,325,0,0,88.00,0,106.77,9.24,0,0,88.00
169,1549526400,325,0,0,18.19,0,1.76,77.08,0,0,93.53
170,1549528200,325,0,31.76,27.00,65.05,7.26,39.67,0,151.00,34.00
171,1549530000,325,0,77.07,0,3.00,38.01,107.48,0,0,0
172,1549531800,325,0,119.18,0,57.28,27.69,14.00,0,0,0
173,1549533600,325,0,76.00,0,0,0,94.00,0,0,0
174,1549535400,325,0,138.58,0,0,0,55.87,42.34,22.00,0
175,1549537200,325,0,48.08,0,0,0,16.56,9.99,0,0
176,1549539000,325,0,14.92,0,0,0,25.97,47.73,0,0
177,1549540800,325,0,0,0,0,0,0,10.46,0,0
178,1549542600,325,39.34,0,24.50,115.97,0,0,58.00,193.00,52.50
179,1549544400,325,62.50,0,172.34,68.00,0,0,98.91,0,84.00
180,1549546200,325,76.37,0,19.00,9.90,0,0,115.69,0,143.00
181,1549548000,325,96.13,0,136.83,0,0,0,72.30,0,111.72
182,1549549800,325,156.48,0,75.50,0,0,0,22.87,165.00,18.50
183,1549551600,325,152.00,0,0,0,0,0,0,0,0
184,1549553400,325,11.59,0,0,0,0,0,0,0,0
185,1549555200,325,81.41,0,0,0,0,0,0,0,0
186,1549557000,325,130.81,65.82,0,22.63,0,0,0,148.00,0
187,1549558800,325,48.50,64.35,0,16.00,0,0,0,0,0
188,1549560600,325,46.85,71.14,0,57.28,0,0,0,0,0
189,1549562400,325,0,179.00,0,0,0,0,0,0,0
190,1549564200,325,0,172.77,46.00,0,0,0,0,44.00,14.00
191,1549566000,325,0,116.67,58.89,0,0,0,0,0,84.87
192,1549567800,325,0,39.03,132.00,0,0,0,0,0,15.00
193,1549569600,325,0,0,154.15,0,0,0,0,0,6.93
194,1549571400,325,0,0,45.50,58.69,22.06,0,8.34,47.00,83.50
195,1549573200,325,0,0,0,119.00,25.96,0,21.16,0,0
196,1549575000,325,0,0,0,105.36,70.82,0,151.29,0,0
197,1549576800,325,0,0,0,0,100.51,0,80.84,0,0
198,1549578600,325,0,0,0,0,126.57,0,83.00,92.00,0
199,1549580400,325,0,0,0,0,115.69,0,63.72,0,0
200,1549582200,325,0,0,0,0,32.08,0,100.32,0,0
201,1549598400,325,85.74,0,0,0,128.39,22.52,11.17,0,0
202,1549600200,325,62.93,0,0,140.71,90.87,70.21,36.77,144.00,0
203,1549602000,325,42.50,0,0,109.00,120.00,173.87,0,0,0
204,1549603800,325,34.42,0,0,134.35,118.52,153.67,0,0,0
205,1549605600,325,0,0,0,0,116.03,31.00,0,0,0
206,1549607400,325,0,0,21.00,0,74.84,107.08,0,93.00,24.00
207,1549609200,325,0,0,31.18,0,111.64,133.30,0,0,25.98
208,1549611000,325,0,0,16.00,0,63.64,108.09,0,0,51.00
209,1549612800,325,0,0,2.60,0,23.51,104.79,0,0,2.60
210,1549614600,325,0,62.76,35.50,53.03,10.44,5.55,0,94.00,5.50
211,1549616400,325,0,74.95,0,80.00,44.19,108.19,0,0,0
212,1549618200,325,0,61.90,0,90.51,29.10,43.22,0,0,0
213,1549620000,325,0,83.00,0,0,0,64.00,0,0,0
214,1549621800,325,0,145.05,0,0,0,61.23,41.10,186.00,0
215,1549623600,325,0,117.38,0,0,0,23.55,14.11,0,0
216,1549625400,325,0,12.25,0,0,0,23.89,72.00,0,0
217,1549627200,325,0,0,0,0,0,0,103.67,0,0
218,1549629000,325,45.81,0,37.50,110.31,0,0,164.00,126.00,15.00
219,1549630800,325,20.50,0,104.79,141.00,0,0,84.64,0,126.44
220,1549632600,325,134.35,0,185.00,68.59,0,0,45.30,0,183.00
221,1549634400,325,19.05,0,48.50,0,0,0,59.95,0,166.28
222,1549636200,325,111.08,0,20.50,0,0,0,31.21,173.00,7.50
223,1549638000,325,87.00,0,0,0,0,0,0,0,0
224,1549639800,325,78.24,0,0,0,0,0,0,0,0
225,1549641600,325,138.56,0,0,0,0,0,0,0,0
226,1549643400,325,32.53,51.28,0,78.49,0,0,0,105.00,0
227,1549645200,325,4.50,48.79,0,154.00,0,0,0,0,0
228,1549647000,325,46.59,38.80,0,134.35,0,0,0,0,0
229,1549648800,325,0,124.00,0,0,0,0,0,0,0
230,1549650600,325,0,145.05,24.50,0,0,0,0,158.00,54.50
231,1549652400,325,0,135.06,161.95,0,0,0,0,0,103.92
232,1549654200,325,0,22.20,91.00,0,0,0,0,0,90.00
233,1549656000,325,0,0,26.85,0,0,0,0,0,83.14
234,1549657800,325,0,0,68.00,8.49,26.44,0,17.61,18.00,80.00
235,1549659600,325,0,0,0,134.00,25.96,0,41.14,0,0
236,1549661400,325,0,0,0,28.99,53.57,0,92.23,0,0
237,1549663200,325,0,0,0,0,78.76,0,96.06,0,0
238,1549665000,325,0,0,0,0,67.88,0,77.00,126.00,0
239,1549666800,325,0,0,0,0,43.69,0,131.25,0,0
240,1549668600,325,0,0,0,0,20.49,0,67.96,0,0
