id,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
139,22,0.00,0.00,0.00,329.76,"1,007.33",0.00,0.00,"1,123.54","4,453.85"
140,16,"2,542.65","1,242.40","3,029.16","1,289.05",0.00,0.00,0.00,0.00,0.00
141,14,0.00,301.19,0.00,0.00,"2,235.01","3,449.65",245.93,924.20,0.00
142,29,272.43,0.00,"1,451.47",719.47,944.37,0.00,0.00,761.11,"1,791.22"
143,12,"1,271.32","2,447.16",0.00,0.00,"1,259.16","2,716.60",0.00,0.00,"4,018.15"
144,14,"2,603.19",0.00,0.00,"1,948.56","1,227.68","1,854.19",0.00,0.00,"2,856.27"
145,27,"2,058.34",0.00,"3,155.38",0.00,0.00,0.00,"3,934.80",851.71,0.00
146,25,"1,392.40",0.00,"2,808.29","2,757.96",220.35,0.00,"2,508.44",0.00,0.00
147,22,0.00,414.13,"2,429.64","1,199.11",0.00,"1,466.10","2,114.96","1,431.60",0.00
148,25,"1,059.44",0.00,0.00,0.00,0.00,"2,156.03","1,573.92",0.00,"2,420.57"
149,11,0.00,"3,237.78",0.00,0.00,881.41,"1,422.98","2,557.62",0.00,"2,130.10"
150,22,30.27,0.00,"1,514.58","1,468.92",440.71,0.00,"3,836.43",0.00,0.00
151,25,302.70,"2,823.65",694.18,119.91,0.00,0.00,"4,869.32",0.00,290.47
152,14,0.00,263.54,"2,839.84",179.87,566.62,0.00,590.22,0.00,0.00
153,23,"2,996.69",0.00,0.00,0.00,0.00,0.00,0.00,199.34,"3,098.33"
154,10,"2,149.14","2,823.65",0.00,0.00,944.37,"2,457.87","1,131.26",0.00,0.00
155,21,"2,330.76",0.00,"1,104.38","2,278.32","1,290.64",0.00,0.00,"1,667.18",0.00
156,18,938.36,"2,183.62","1,767.01",899.34,94.44,"1,293.62","1,524.74",0.00,193.65
157,24,"1,089.71",0.00,0.00,"1,738.72","1,448.03",0.00,"3,787.25","1,395.36","3,921.32"
158,22,0.00,0.00,0.00,0.00,661.06,"3,363.41","2,803.55",271.82,0.00
159,19,0.00,"2,371.86",31.55,"1,139.16",0.00,"1,595.46",442.67,"1,395.36","2,565.80"
160,27,211.89,"2,334.21",410.20,"2,847.90",849.93,0.00,0.00,0.00,"1,888.04"
161,19,"2,270.22",0.00,0.00,0.00,"1,762.82",0.00,0.00,"1,540.33","3,437.21"
162,22,"1,059.44","2,786.00",0.00,0.00,0.00,"2,199.15",0.00,706.74,"1,258.70"
163,23,"1,967.53",602.38,0.00,0.00,0.00,"3,837.73","3,344.58","1,069.17","3,969.74"
164,30,0.00,0.00,0.00,"2,458.19",0.00,"2,069.79",0.00,0.00,"2,226.92"
165,11,0.00,0.00,0.00,0.00,0.00,"4,182.70","4,672.58","1,721.55",532.53
166,17,"2,088.60","1,995.38","1,388.37","1,918.58",0.00,0.00,"2,459.25",0.00,0.00
167,17,847.55,"2,108.32","2,271.87",239.82,0.00,"1,466.10","1,032.89",0.00,0.00
168,29,211.89,0.00,"2,208.77",0.00,0.00,0.00,0.00,0.00,"2,856.27"
169,16,0.00,0.00,"2,082.55","2,757.96","1,668.39",0.00,"2,360.88","1,431.60",0.00
170,11,"1,119.98",0.00,0.00,"1,289.05",188.87,"4,010.22",0.00,"1,812.16","2,953.10"
171,28,"2,209.68",0.00,"3,029.16",0.00,0.00,0.00,0.00,616.13,"1,839.63"
172,11,0.00,0.00,0.00,0.00,"2,801.63",0.00,0.00,72.49,"3,824.50"
173,30,"1,906.99","3,614.27",0.00,0.00,"1,542.47","2,845.96",688.59,0.00,"3,776.09"
174,21,"1,543.75","3,614.27",0.00,"1,378.98","1,259.16","2,975.32",0.00,"1,703.43",387.29
175,16,0.00,188.24,725.74,0.00,"2,109.09",0.00,"4,770.95",326.19,0.00
176,19,0.00,"3,200.13",0.00,0.00,692.54,0.00,0.00,235.58,"3,630.86"
177,26,0.00,0.00,0.00,"1,259.07",0.00,"4,010.22","2,557.62","1,322.87",968.23
178,25,"1,755.64",0.00,0.00,"2,338.27",0.00,"3,622.13",0.00,978.56,0.00
179,26,0.00,715.32,0.00,0.00,251.83,0.00,0.00,0.00,387.29
180,29,0.00,0.00,0.00,0.00,724.02,0.00,"3,197.03",0.00,0.00
181,26,0.00,0.00,0.00,809.40,0.00,"3,277.17",0.00,996.69,0.00
182,24,"1,150.25","1,468.30",0.00,"1,498.89",0.00,"4,182.70",0.00,398.67,0.00
183,13,484.31,0.00,"3,060.72",0.00,0.00,0.00,"1,131.26",942.32,0.00
184,14,"1,180.52",0.00,0.00,"1,888.61",125.92,"3,665.25",0.00,0.00,0.00
185,13,"1,604.29",790.62,0.00,0.00,0.00,0.00,"1,770.66",0.00,580.94
186,21,938.36,"3,576.62",0.00,0.00,0.00,0.00,0.00,181.22,"1,016.64"
187,22,0.00,"2,974.24",0.00,"2,188.38","1,857.26",0.00,"2,360.88",0.00,0.00
188,12,"1,362.13",0.00,347.09,0.00,0.00,0.00,0.00,"1,649.06",0.00
189,24,908.09,"1,355.35",378.65,0.00,0.00,0.00,0.00,0.00,"3,824.50"
190,21,"1,059.44",0.00,0.00,"2,907.85",314.79,"2,587.24",0.00,"1,286.63","4,792.73"
191,15,302.70,0.00,0.00,359.73,0.00,0.00,"4,082.36",0.00,0.00
192,17,"2,875.62",0.00,220.88,0.00,0.00,0.00,0.00,924.20,"4,647.49"
193,16,0.00,"1,091.81",0.00,"1,139.16",0.00,0.00,0.00,0.00,"1,791.22"
194,30,0.00,0.00,"2,429.64",569.58,"1,573.95","2,414.75","2,410.07",0.00,0.00
195,12,393.51,0.00,0.00,"1,768.69",94.44,"2,156.03",0.00,0.00,0.00
196,11,726.47,"1,769.48",0.00,0.00,0.00,862.41,0.00,199.34,"1,355.52"
197,28,0.00,225.89,0.00,0.00,"2,392.40","1,767.94","3,197.03",0.00,"1,645.99"
198,26,0.00,0.00,0.00,"1,378.98",0.00,0.00,0.00,"1,667.18",0.00
199,12,"2,724.27",0.00,"2,745.18",149.89,0.00,"4,312.06","3,639.69",0.00,"1,307.11"
200,25,0.00,0.00,"1,419.92",779.42,0.00,0.00,0.00,"1,703.43",0.00
201,26,938.36,"3,614.27","2,682.07","2,038.50",0.00,431.21,0.00,"1,413.48",0.00
202,21,0.00,"3,576.62","1,546.14",389.71,"2,297.97",0.00,934.52,0.00,338.88
203,16,"2,451.84",0.00,220.88,"2,608.07","2,959.02",0.00,0.00,"1,685.30",0.00
204,10,0.00,0.00,"2,682.07","2,488.16",0.00,"3,061.56",0.00,398.67,0.00
205,13,0.00,0.00,"1,672.35",0.00,"2,864.59",0.00,0.00,0.00,0.00
206,22,"1,695.10","1,543.59",0.00,0.00,0.00,0.00,541.04,471.16,919.82
207,13,"1,150.25","3,237.78",63.11,0.00,0.00,0.00,0.00,0.00,"4,502.26"
208,26,"1,513.48",0.00,0.00,0.00,"1,227.68","2,242.27",0.00,960.44,"4,114.97"
209,24,242.16,"1,242.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,13,"2,330.76","1,355.35","1,293.71","1,438.94","2,927.54","4,312.06",0.00,0.00,0.00
211,15,"1,574.02",75.30,"1,483.03","2,038.50","2,864.59",0.00,934.52,0.00,0.00
212,26,0.00,564.73,0.00,0.00,"2,927.54",646.81,0.00,308.07,"2,420.57"
213,16,0.00,"3,576.62","2,808.29",599.56,0.00,"2,802.84","1,573.92",724.86,"2,856.27"
214,28,"1,664.83","2,296.57","1,767.01","1,858.63",0.00,0.00,0.00,0.00,0.00
215,26,0.00,451.78,0.00,"1,768.69","3,084.94",0.00,0.00,0.00,"1,403.93"
216,12,"1,604.29",0.00,0.00,0.00,0.00,"3,967.10",0.00,0.00,0.00
217,23,0.00,0.00,"1,293.71",0.00,0.00,0.00,"1,426.37",54.36,96.82
218,15,0.00,0.00,"2,776.73",0.00,0.00,0.00,0.00,833.59,145.23
219,21,0.00,0.00,946.61,"1,978.54",0.00,"2,457.87",196.74,"1,576.58",387.29
220,16,393.51,489.43,"1,735.46","2,038.50","1,070.29","1,034.89","1,328.00","1,377.24",0.00
221,29,"2,966.42",0.00,725.74,0.00,0.00,0.00,"1,721.48","1,540.33",0.00
222,10,0.00,640.03,"1,767.01",0.00,0.00,"3,708.37",0.00,0.00,"2,517.39"
223,20,0.00,0.00,0.00,0.00,0.00,0.00,"3,492.14",0.00,0.00
224,13,"1,089.71","3,426.02",0.00,"2,518.14",0.00,0.00,"2,901.92","1,232.27",0.00
225,22,0.00,0.00,0.00,389.71,472.18,0.00,"4,770.95",18.12,0.00
226,26,0.00,"2,936.59",0.00,0.00,0.00,0.00,"4,377.47",0.00,0.00
227,22,"1,785.91",0.00,0.00,"2,068.47",0.00,0.00,"3,197.03",144.97,0.00
228,23,0.00,150.59,"2,871.40","1,558.85",0.00,0.00,0.00,380.55,"1,791.22"
229,11,121.08,"2,786.00","1,577.69","2,608.07","2,612.75","1,293.62",393.48,0.00,0.00
230,28,"1,785.91",0.00,"2,145.66","1,648.78",0.00,"2,889.08","2,164.14","1,377.24","3,437.21"
231,27,0.00,0.00,"1,577.69",0.00,"2,864.59","1,983.55",0.00,253.70,0.00
232,27,0.00,0.00,0.00,0.00,"2,077.61",560.57,0.00,0.00,"3,727.68"
233,25,"1,785.91","3,200.13","1,041.28",0.00,0.00,0.00,0.00,0.00,0.00
234,22,"2,421.57",715.32,252.43,0.00,0.00,431.21,0.00,0.00,0.00
235,30,0.00,"2,221.27",0.00,"1,648.78",0.00,0.00,0.00,0.00,0.00
236,20,0.00,"2,823.65",0.00,149.89,0.00,0.00,"4,869.32",0.00,0.00
237,22,"2,996.69",978.86,"1,356.81",0.00,"2,140.57",0.00,0.00,0.00,0.00
238,10,"1,634.56",865.92,0.00,0.00,"1,259.16",0.00,0.00,0.00,0.00
239,27,423.77,0.00,"1,924.78","1,558.85",566.62,"2,199.15",0.00,0.00,0.00
240,26,"2,815.08","3,689.56",0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,25,"2,936.15","1,731.84",0.00,"1,438.94",0.00,"2,716.60",0.00,0.00,"2,856.27"
242,15,0.00,"1,844.78","1,546.14",0.00,598.10,"4,053.34",0.00,0.00,0.00
243,26,"1,725.37",0.00,"2,114.10",0.00,"2,675.71",0.00,0.00,0.00,774.58
244,15,"2,542.65","3,651.92",0.00,209.85,0.00,0.00,"3,688.88",90.61,0.00
245,29,0.00,"1,129.46",0.00,"1,528.87",0.00,"2,673.48","3,197.03","1,232.27","1,113.46"
246,10,575.12,"3,689.56",0.00,"2,248.34","2,077.61","3,406.53",0.00,72.49,"3,582.44"
247,11,0.00,0.00,631.08,"1,408.96",94.44,0.00,0.00,688.62,48.41
248,27,877.82,"1,543.59",0.00,"1,408.96",0.00,0.00,"4,377.47",0.00,"2,856.27"
249,13,0.00,752.97,0.00,"2,188.38","1,385.07","1,811.07","3,688.88",0.00,0.00
250,24,60.54,"1,393.00",0.00,0.00,0.00,"3,837.73","3,246.21",0.00,"3,776.09"
251,21,"1,150.25","2,861.29",0.00,"2,368.25","1,133.24",0.00,0.00,0.00,0.00
252,13,0.00,0.00,"1,419.92",0.00,157.39,"4,268.94","4,574.21",634.25,"2,130.10"
253,28,0.00,865.92,0.00,0.00,0.00,"1,422.98","4,475.84",0.00,"4,357.03"
254,20,454.04,715.32,63.11,"2,248.34","3,084.94","2,587.24",0.00,0.00,0.00
255,15,0.00,0.00,"2,051.00",209.85,"1,322.12",0.00,"3,688.88",0.00,0.00
256,24,"2,845.35","3,764.86","3,092.27","2,727.99",472.18,0.00,0.00,0.00,0.00
257,28,"1,059.44",0.00,"2,082.55",0.00,0.00,646.81,0.00,0.00,0.00
258,15,0.00,"3,764.86",0.00,89.93,0.00,0.00,"4,820.14",0.00,"3,291.98"
259,30,"2,663.73","3,614.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,471.16,338.88
261,22,0.00,0.00,0.00,"1,468.92",0.00,0.00,"4,377.47",0.00,726.17
262,23,"2,058.34",0.00,0.00,"2,668.03",0.00,"4,268.94",0.00,"1,685.30",0.00
263,15,0.00,"1,430.65",946.61,0.00,"1,038.81","1,379.86",0.00,471.16,"4,599.08"
264,30,998.90,"2,108.32",978.17,"1,918.58",0.00,"1,250.50","4,574.21",0.00,0.00
265,17,0.00,0.00,0.00,0.00,"2,612.75",0.00,0.00,0.00,0.00
266,21,0.00,"1,920.08","1,325.26",0.00,535.14,0.00,0.00,0.00,0.00
267,10,0.00,"3,124.83","2,966.06",0.00,0.00,0.00,"3,442.95","1,467.85","2,468.98"
268,20,"2,845.35",0.00,0.00,"1,468.92",0.00,0.00,0.00,0.00,0.00
269,21,393.51,0.00,0.00,0.00,"2,896.07","3,147.80","3,983.99",887.96,0.00
270,11,302.70,0.00,0.00,0.00,0.00,0.00,0.00,924.20,"3,582.44"
271,29,"1,543.75",0.00,"1,672.35","1,918.58","1,038.81",0.00,0.00,"1,667.18",0.00
272,18,726.47,0.00,"2,114.10",0.00,0.00,0.00,0.00,851.71,0.00
273,19,242.16,"2,635.40","2,461.20",749.45,724.02,0.00,541.04,0.00,0.00
274,15,"1,816.18","2,183.62","1,451.47",989.27,0.00,0.00,"1,229.63",108.73,"1,888.04"
275,23,0.00,"1,016.51",0.00,"2,787.94",0.00,0.00,"2,852.73",0.00,0.00
276,27,393.51,0.00,"1,356.81","1,948.56",0.00,"3,320.29",0.00,0.00,0.00
277,30,90.81,"2,861.29",0.00,"1,408.96","2,077.61",344.96,0.00,0.00,0.00
278,27,0.00,0.00,"1,135.94",449.67,"3,021.98","1,164.26",0.00,326.19,0.00
279,16,0.00,"1,920.08",252.43,"2,937.83",0.00,"2,630.36","1,180.44",471.16,"3,388.80"
280,17,0.00,0.00,0.00,329.76,0.00,0.00,"4,820.14",0.00,"1,791.22"
281,11,0.00,0.00,0.00,"2,967.81","3,147.90",0.00,0.00,0.00,"4,260.20"
282,10,0.00,"1,807.13","2,682.07",0.00,"2,990.50","2,845.96",0.00,0.00,"2,420.57"
283,23,0.00,0.00,63.11,"1,948.56",0.00,0.00,0.00,0.00,0.00
284,12,0.00,0.00,0.00,809.40,0.00,0.00,0.00,"1,558.45",0.00
285,30,0.00,828.27,"1,893.23",0.00,"2,014.65",0.00,"4,525.02",0.00,0.00
